epoch,learning_rate,loss,mae,mape,root_mean_squared_error,val_loss,val_mae,val_mape,val_root_mean_squared_error
25,0.012500000186264515,27.482189178466797,0.007928460836410522,9160.6875,0.018297892063856125,0.015715405344963074,0.019561326131224632,5.14490270614624,0.02831983007490635
26,0.012500000186264515,27.59650421142578,0.009309958666563034,9198.8046875,0.01881684549152851,0.00880301184952259,0.010134934447705746,2.8678486347198486,0.023872893303632736
27,0.012500000186264515,27.550817489624023,0.008390587754547596,9183.5576171875,0.018331434577703476,0.007594375871121883,0.008610720746219158,2.466017246246338,0.023684149608016014
28,0.0062500000931322575,27.512866973876953,0.00720692053437233,9170.9287109375,0.017982065677642822,0.008210571482777596,0.00948468316346407,2.670675754547119,0.023817583918571472
29,0.0062500000931322575,27.624120712280273,0.007176976650953293,9208.00390625,0.01795196905732155,0.00768200634047389,0.008755211718380451,2.4950883388519287,0.023709265515208244
30,0.0062500000931322575,27.52666473388672,0.007303339429199696,9175.513671875,0.018006447702646255,0.007666662335395813,0.008698537014424801,2.490105152130127,0.023685485124588013
31,0.0062500000931322575,27.39773941040039,0.007324707694351673,9132.53515625,0.018002325668931007,0.007555698975920677,0.008566034026443958,2.453125238418579,0.02368396334350109
32,0.0062500000931322575,27.408964157104492,0.007355189882218838,9136.28125,0.01805747114121914,0.00788469985127449,0.009036177769303322,2.56245756149292,0.02374461479485035
33,0.0031250000465661287,27.570573806762695,0.006989189423620701,9190.15234375,0.017934231087565422,0.007553313858807087,0.008571567013859749,2.4523043632507324,0.023688679561018944
34,0.0031250000465661287,27.548114776611328,0.007015342358499765,9182.6708984375,0.017930788919329643,0.007792724296450615,0.008855154737830162,2.5320732593536377,0.023694999516010284
35,0.0031250000465661287,27.45586585998535,0.007029667031019926,9151.9072265625,0.01793585531413555,0.007639219053089619,0.008664528839290142,2.4809658527374268,0.02368396520614624
36,0.0031250000465661287,27.495656967163086,0.006925176829099655,9165.1796875,0.01791279949247837,0.007614297792315483,0.00863376259803772,2.4726667404174805,0.023682430386543274
37,0.0031250000465661287,27.432987213134766,0.006994049996137619,9144.2919921875,0.017934219911694527,0.007588324602693319,0.008603082969784737,2.464007616043091,0.023682858794927597
38,0.0015625000232830644,27.51177406311035,0.006838491186499596,9170.5556640625,0.017902929335832596,0.007537071593105793,0.00854456052184105,2.446913242340088,0.023684537038207054
39,0.0015625000232830644,27.459646224975586,0.006854197010397911,9153.19140625,0.01791227050125599,0.007569201290607452,0.008595351129770279,2.4575843811035156,0.023691585287451744
40,0.0015625000232830644,27.467342376708984,0.006846750155091286,9155.7265625,0.017907539382576942,0.007543972693383694,0.008556593209505081,2.4492032527923584,0.023686470463871956
41,0.0015625000232830644,27.504009246826172,0.006840056274086237,9167.962890625,0.01790558360517025,0.007538268342614174,0.008546712808310986,2.447310447692871,0.023684879764914513
42,0.0015625000232830644,27.49561882019043,0.0068524545058608055,9165.1669921875,0.01791030913591385,0.00754363602027297,0.008555300533771515,2.449094772338867,0.023685751482844353
